Open,High,Low,Close,Volume,Unadj.Close,day
397.456036,402.6552068,392.7805227,395.3801081,3269266.702,2114.1,2/23/2011
390.3118516,396.2123494,382.5972547,385.0939788,5361764.218,2059.1,2/24/2011
390.3118516,390.3118516,377.4074349,381.9239808,3373854.149,2042.15,2/25/2011
386.0103794,396.6611987,380.5867839,383.8128881,5871654.756,2052.25,2/28/2011
388.0302011,402.0941452,385.0752767,400.0369193,5480895.522,2139,3/1/2011
399.2701352,415.6157297,398.3630856,410.1640812,6774015.57,2193.15,3/3/2011
413.3153772,417.5981474,412.6608053,414.8582966,5269367.946,2218.25,3/4/2011
412.193254,412.193254,402.2624637,406.4236705,3436948.825,2173.15,3/7/2011
403.5903095,414.9050517,403.3097787,412.6608053,4804499.203,2206.5,3/8/2011
413.3153772,418.6828664,410.5100692,412.5766461,4834656.319,2206.05,3/9/2011
409.9490076,414.2504798,408.1442594,413.0161443,3994320.781,2208.4,3/10/2011
408.0881533,414.6245209,406.7696585,408.8923416,3504321.107,2186.35,3/11/2011
406.2085969,414.9985619,406.2085969,414.2037247,3497690.819,2214.75,3/14/2011
405.8345558,412.8852299,398.3537345,408.5744067,7379403.643,2184.65,3/15/2011
410.6970897,412.3802745,407.4429324,408.4060882,3104044.202,2183.75,3/16/2011
405.87196,417.6168494,405.1145268,407.985292,8961903.681,2181.5,3/17/2011
407.7047612,410.7344938,400.616683,401.9632308,2578326.525,2149.3,3/18/2011
405.87196,407.4616345,401.4302223,402.9263866,3293328.231,2154.45,3/21/2011
403.796032,406.3956174,400.607332,402.393378,2521220.496,2151.6,3/22/2011
402.0941452,408.0601002,401.1683936,404.7498368,2490207.858,2164.2,3/23/2011
407.5177406,411.2394492,405.5540251,410.098624,2360061.72,2192.8,3/24/2011
412.7543156,425.4717118,411.4451718,423.6108575,4759584.348,2265.05,3/25/2011
423.6015065,432.3914715,423.6015065,429.5394084,5844385.023,2296.75,3/28/2011
432.0174304,434.5983138,427.2764599,431.1103808,5784498.55,2305.15,3/29/2011
432.9525331,442.1165392,431.2693483,437.9085772,5933786.971,2341.5,3/30/2011
439.4982517,448.0824942,431.1010298,438.7221165,10122845.73,2345.85,3/31/2011
440.0593133,442.3035597,434.4486973,436.4591681,2336214.071,2333.75,4/1/2011
437.6280464,449.784381,437.6280464,448.9988948,3380484.437,2400.8,4/4/2011
448.8492784,450.7101327,442.8926744,448.0544411,4498222.671,2395.75,4/5/2011
447.1660936,447.9141757,439.6852723,444.3514345,3459406.253,2375.95,4/6/2011
444.173765,444.7348266,437.5532382,440.3865993,3506566.85,2354.75,4/7/2011
440.2463339,446.0439704,438.5818511,439.947101,4127889.003,2352.4,4/8/2011
434.8601425,437.1698461,428.015191,429.408494,5992924.863,2296.05,4/11/2011
426.3039531,445.7914927,425.4717118,443.0422908,4830378.714,2368.95,4/13/2011
444.173765,447.3531141,438.3761285,441.9482207,4593506.327,2363.1,4/15/2011
444.8844431,448.8212253,430.9607644,432.3540674,5535862.749,2311.8,4/18/2011
437.6280464,441.1440324,434.7198771,439.0307004,3990150.116,2347.5,4/19/2011
441.4713183,446.7920525,439.1242107,443.6033524,3501219.843,2371.95,4/20/2011
445.4829088,452.0099254,445.4829088,450.841047,8664930.941,2410.65,4/21/2011
453.1507506,456.5264712,446.2309909,447.1660936,3380805.257,2391,4/25/2011
446.3338522,448.4471842,437.7215567,441.340404,3380270.557,2359.85,4/26/2011
444.3607856,444.9218472,435.0658651,440.1060685,3821826.352,2353.25,4/27/2011
441.9575717,443.0516418,435.7578411,437.2072502,7156861.234,2337.75,4/28/2011
434.8227384,437.5719402,426.593835,429.3149837,4979560.195,2295.55,4/29/2011
431.2693483,433.0834475,423.0404449,428.3050728,3784718.127,2290.15,5/2/2011
428.00584,429.3336858,415.5970277,418.1124538,5742791.9,2235.65,5/3/2011
419.6740753,427.3699702,412.903932,422.9375836,7063716.381,2261.45,5/4/2011
421.8902686,425.4343077,413.3153772,415.2697417,4999130.239,2220.45,5/5/2011
416.1206851,433.8876357,416.1206851,429.6329186,5761720.303,2297.25,5/6/2011
430.5212662,432.9525331,420.4969656,426.1917408,2084477.006,2278.85,5/9/2011
426.0327734,426.0327734,416.1393872,420.1229245,3487959.267,2246.4,5/10/2011
422.6664038,424.3308865,415.372603,422.8627753,2625807.942,2261.05,5/11/2011
420.7961985,423.5828044,417.9908905,418.9633972,2534160.251,2240.2,5/12/2011
417.4298289,428.2770198,416.2796526,420.99257,3113561.873,2251.05,5/13/2011
419.8610958,423.807229,418.2340172,421.3666111,3352893.883,2253.05,5/16/2011
421.1702395,425.2753402,419.1130137,421.2543988,3267983.421,2252.45,5/17/2011
422.3110648,425.9766672,419.4870547,424.0410047,3708362.874,2267.35,5/18/2011
424.6301194,427.1548966,422.2362566,425.2472871,4016243.507,2273.8,5/19/2011
424.5366091,433.8876357,421.8061093,433.0834475,6370316.58,2315.7,5/20/2011
429.2121224,429.9228005,420.0387653,423.5454003,5371816.59,2264.7,5/23/2011
421.5442806,428.7445711,420.4595615,421.7874073,2407436.198,2255.3,5/24/2011
420.7961985,423.9755475,419.926553,421.684546,2222964.474,2254.75,5/25/2011
421.7313011,425.8457528,418.9259931,423.45189,5320164.508,2264.2,5/26/2011
423.5828044,432.3914715,423.1433061,430.82985,3117839.479,2303.65,5/27/2011
430.8953072,435.3089918,429.6516207,431.5685811,2098486.163,2307.6,5/30/2011
434.8040364,450.476357,432.9525331,448.7651191,9462383.488,2399.55,5/31/2011
446.979073,450.1584221,444.1270099,448.5126414,3513838.778,2398.2,6/1/2011
456.1340831,458.3904946,454.1875649,457.1509209,3470922.196,2360.3,6/2/2011
457.0831317,459.1942807,454.8654568,456.4633448,3091849.95,2356.75,6/3/2011
454.2456699,462.9033178,454.2456699,461.208588,3016675.721,2381.25,6/6/2011
458.0806012,463.0388961,457.8288128,460.2885919,2097959.904,2376.5,6/7/2011
456.356819,459.4170166,454.8073518,456.1728197,2653402.455,2355.25,6/8/2011
456.075978,459.9205935,453.509673,457.6351294,1667566.791,2362.8,6/9/2011
458.642283,459.9012251,451.3210507,457.5673402,2257188.834,2362.45,6/10/2011
455.7660846,460.9664838,454.022934,459.5332267,2022682.414,2372.6,6/13/2011
460.579117,464.4527849,458.1580745,461.4506923,3209671.098,2382.5,6/14/2011
460.9664838,464.0266815,458.4485996,459.5719633,3634178.316,2372.8,6/15/2011
457.8675495,459.4170166,452.8414653,453.8001981,2174992.836,2343,6/16/2011
455.2528236,458.2742846,451.9892584,455.0204035,3669183.898,2349.3,6/17/2011
453.6355672,457.3736568,440.0389928,445.2781287,4033799.561,2299,6/20/2011
445.8591789,453.9938815,445.8591789,450.4204229,2622217.542,2325.55,6/21/2011
451.7568383,454.7298784,447.8734862,449.8684252,1596109.969,2322.7,6/22/2011
449.1517966,453.1126221,447.408646,452.0086267,2134204.621,2333.75,6/23/2011
454.9622985,462.8936336,453.5193572,461.5765865,4278941.896,2383.15,6/24/2011
461.547534,471.0089679,459.5429108,467.9681386,5295239.645,2416.15,6/27/2011
470.5344436,470.6506536,465.7214112,469.304554,3147817.577,2423.05,6/28/2011
471.6190706,484.014808,471.6190706,482.0973424,5293380.941,2489.1,6/29/2011
484.014808,489.0408921,479.5891424,487.2202682,6929143.251,2515.55,6/30/2011
491.9558272,493.4278211,479.9474567,484.4505956,3434677.478,2501.25,7/1/2011
490.9874103,492.343194,486.6101655,490.4450968,3697580.757,2532.2,7/4/2011
488.4695261,494.280028,487.0169006,492.1785632,2746027.845,2541.15,7/5/2011
490.9874103,495.8294952,487.1137423,492.9823492,3042491.047,2545.3,7/6/2011
493.137296,498.725062,490.8227794,496.9528589,3814988.859,2565.8,7/7/2011
496.9915956,500.3423183,494.6092898,495.6648643,3895326.153,2559.15,7/8/2011
495.6358118,496.6235971,487.1331107,488.9246821,2050976.011,2524.35,7/11/2011
486.1453254,486.1453254,476.4998922,480.2864026,3800429.015,2479.75,7/12/2011
482.2716574,489.8156257,479.9571408,488.0240543,1921073.291,2519.7,7/13/2011
489.147418,497.0884373,483.046391,489.9705724,2414765.583,505.95,7/14/2011
490.4547809,494.3284489,487.1137423,492.8758234,1417261.391,508.95,7/15/2011
495.7810743,502.5115724,491.9558272,498.783167,1603028.476,515.05,7/18/2011
501.1557886,502.6084141,492.2947732,494.7158156,4402132.631,510.85,7/19/2011
500.0905299,500.0905299,486.1453254,487.210584,1912502.603,503.1,7/20/2011
488.8568929,488.9537346,478.882198,480.6253485,3325220.496,496.3,7/21/2011
484.2084914,491.0358311,483.0948119,485.7095377,3261508.272,501.55,7/22/2011
485.7095377,490.5032018,481.448503,489.2442597,3451612.332,505.2,7/25/2011
489.3895222,494.0863446,479.6085107,482.41692,2731571.262,498.15,7/26/2011
483.5790203,488.0337385,476.4611555,486.1937462,2855794.61,502.05,7/27/2011
483.7242829,483.7242829,469.2948699,471.9095957,5529023.236,487.3,7/28/2011
474.4274799,474.4274799,465.9054104,471.4253872,3095360.835,486.8,7/29/2011
477.8653601,480.2864026,469.1980282,472.5874876,2274123.688,488,8/1/2011
472.4906459,472.4906459,464.8401517,467.6001401,2047052.081,482.85,8/2/2011
463.5812097,473.9432714,460.9664838,466.8254065,2150416.646,482.05,8/3/2011
468.8106614,473.4590629,459.9980668,461.4022714,1889268.809,476.45,8/4/2011
450.313897,460.7728004,442.6634028,458.1096537,3258926.739,473.05,8/5/2011
448.377063,464.8401517,443.583399,447.5054877,4448806.74,462.1,8/8/2011
435.7876422,458.5938622,435.6423797,449.7812676,4637361.88,464.45,8/9/2011
479.1727231,479.1727231,458.4485996,464.74331,3373753.309,479.9,8/10/2011
463.5812097,469.3917115,459.9980668,464.7917309,2170862.384,479.95,8/11/2011
469.7790783,470.6506536,449.4423217,453.2675688,2946354.774,468.05,8/12/2011
463.2906846,463.2906846,440.2907812,442.0339318,3155252.391,456.45,8/16/2011
441.646565,457.5286035,441.5013024,452.7349394,3236415.775,467.5,8/17/2011
453.509673,459.8528043,444.0676074,447.7960128,5908715.049,462.4,8/18/2011
440.6297272,448.8612715,435.7876422,446.2949665,4626312.921,460.85,8/19/2011
445.5202329,449.2970592,436.4655341,438.741314,3074295.529,453.05,8/22/2011
442.9539279,447.8928545,431.2360824,444.8907619,4167832.733,459.4,8/23/2011
443.5349781,447.7960128,438.2086847,441.5981441,3289492.085,456,8/24/2011
444.8907619,444.8907619,426.7813643,429.6381944,5989362.127,443.65,8/25/2011
429.9771404,436.3202716,422.375067,425.0866346,2200395.117,438.95,8/26/2011
430.4613488,443.4865573,429.1539859,442.0339318,2994577.802,456.45,8/29/2011
447.3602252,459.9980668,444.3097117,457.044395,4024402.782,471.95,8/30/2011
468.7138197,468.7138197,453.2191479,457.8675495,3921554.524,472.8,9/2/2011
454.9622985,459.0296498,448.0381171,455.3980861,3046311.715,470.25,9/5/2011
453.8001981,461.3538506,445.4718121,457.8675495,4610720.464,472.8,9/6/2011
460.9664838,474.4759007,457.9159703,472.6843293,3806831.216,488.1,9/7/2011
474.2337965,474.2337965,464.0169973,468.4232946,2107563.205,483.7,9/8/2011
468.616978,470.3601285,455.8338738,458.3033371,2667032.948,473.25,9/9/2011
452.250731,456.3180823,447.8928545,454.5265109,1803252.144,469.35,9/12/2011
456.1243989,460.7728004,449.34548,452.9286228,1852404.524,467.7,9/13/2011
452.6380977,467.8422444,446.4886499,463.774893,2000377.972,478.9,9/14/2011
470.5538119,472.6359084,456.7054491,469.3432907,2255330.13,484.65,9/15/2011
470.8927579,474.5243216,461.2570089,468.4232946,2825952.094,483.7,9/16/2011
466.680144,471.6190706,462.0317425,469.4401324,2165699.319,484.75,9/19/2011
469.6822366,477.6716768,467.7454027,475.8316845,3055295.449,491.35,9/20/2011
477.1874683,481.9327115,472.9748544,478.882198,3327905.29,494.5,9/21/2011
472.4906459,473.5559046,450.7981055,457.383341,2630788.23,472.3,9/22/2011
453.7517773,455.1559819,438.2086847,441.9855109,8496133.532,456.4,9/23/2011
441.5981441,443.1960322,425.5708431,435.8844839,7172736.666,450.1,9/26/2011
443.5349781,447.3118043,439.7581519,443.0023488,4136338.035,457.45,9/27/2011
447.7960128,450.6528429,437.482372,443.5349781,3930021.951,458,9/28/2011
443.0991905,459.8043834,438.3539473,455.7370321,8398448.339,470.6,9/29/2011
451.1370514,459.8043834,449.7328468,452.880202,4912346.731,467.65,9/30/2011
445.6170746,450.2170553,436.513955,441.646565,4681867.502,456.05,10/3/2011
438.2086847,441.5981441,426.5876809,434.7223836,3862695.581,448.9,10/4/2011
434.7708044,441.8402484,422.7624338,424.8445303,4268512.504,438.7,10/5/2011
438.4023681,445.4718121,432.1076577,435.7876422,4875688.969,450,10/7/2011
437.7244762,443.5349781,435.8360631,440.3392021,6228102.261,454.7,10/10/2011
446.149704,450.2170553,440.7749897,443.0507696,2578228.226,457.5,10/11/2011
447.3602252,455.0591402,439.1286808,452.3959935,4630030.328,467.15,10/12/2011
459.9980668,461.1601672,452.8317811,455.7854529,3028963.816,470.65,10/13/2011
454.1875649,461.3538506,450.6528429,458.9328081,1721882.236,473.9,10/14/2011
461.547534,465.3243602,457.4317618,462.9517386,1829583.776,478.05,10/17/2011
458.9328081,466.1959355,457.0928159,463.0485803,2093313.145,478.15,10/18/2011
467.6969818,478.9790397,464.1622598,476.315893,4486187.332,491.85,10/19/2011
472.5874876,476.8485223,465.4212019,474.0885339,2930968.839,489.55,10/20/2011
474.5727424,476.2674721,468.0359278,471.6190706,2364993.635,487,10/21/2011
477.1874683,481.3032404,467.6969818,469.0527656,2515135.57,484.35,10/24/2011
472.442225,475.2506343,434.3834376,453.2191479,21331203.78,468,10/25/2011
457.0928159,459.9012251,455.1559819,457.0928159,515273.9046,472,10/26/2011
470.6506536,478.882198,464.5980475,467.4064567,4656671.744,482.65,10/28/2011
467.7454027,476.2190513,462.0801633,474.5243216,3317579.16,490,10/31/2011
469.7790783,477.4295725,464.8401517,467.0675108,3433231.82,482.3,11/1/2011
463.5812097,472.5874876,462.4191093,467.8422444,2610342.492,483.1,11/2/2011
465.8085687,469.5369741,457.1896576,466.6317231,2712054.876,481.85,11/3/2011
471.3285455,472.4906459,465.1306768,467.7454027,1756268.25,483,11/4/2011
467.7454027,471.9580166,463.3875263,468.9559239,2166628.671,484.25,11/8/2011
469.6822366,470.3601285,460.2885919,462.177005,2221357.162,477.25,11/9/2011
460.6275379,463.2906846,447.9896962,449.3939009,2377591.514,464.05,11/11/2011
455.0591402,464.6948892,454.1391441,456.5117657,3156801.31,471.4,11/14/2011
455.8338738,462.7096344,455.0591402,457.3349201,3005936.546,472.25,11/15/2011
455.1559819,457.0928159,445.7623372,450.9917889,1837431.635,465.7,11/16/2011
448.5223256,455.1559819,442.1791943,444.842341,2782169.301,459.35,11/17/2011
440.8234106,447.0212792,435.8844839,443.8255032,3025659.455,458.3,11/18/2011
441.5981441,441.5981441,426.1034724,430.6066114,2631614.32,444.65,11/21/2011
432.8823913,435.3034338,426.1034724,430.0255612,3928576.293,444.05,11/22/2011
427.7982021,427.7982021,401.1183143,412.6424764,6599842.954,426.1,11/23/2011
415.2572022,421.2613875,398.309905,416.0803566,7456705.25,429.65,11/24/2011
414.2403644,421.1645458,405.8151366,417.2908779,4880748.773,430.9,11/25/2011
422.2298045,430.8971365,420.3898122,426.9266269,2811702.034,440.85,11/28/2011
429.9771404,431.4781867,418.54982,421.4550709,3828619.351,435.2,11/29/2011
415.644569,435.4486963,415.644569,428.5245149,7283639.306,442.5,11/30/2011
444.4549742,452.250731,435.2550129,439.1771017,3595971.634,453.5,12/1/2011
440.7749897,453.1223062,438.8381557,451.282314,2900816.539,466,12/2/2011
449.0549549,452.6865186,443.5349781,447.747592,2259667.105,462.35,12/5/2011
447.747592,447.747592,447.747592,447.747592,0,462.35,12/6/2011
455.1559819,456.0275572,447.5054877,452.3475727,2884294.73,467.1,12/7/2011
452.250731,452.9286228,436.8529009,439.4192059,3241578.84,453.75,12/8/2011
432.8823913,436.9497426,426.5876809,429.7350361,3512639.762,443.75,12/9/2011
433.94765,436.7076384,412.8361598,418.4045574,3116116.357,432.05,12/12/2011
414.4824686,431.3329241,412.5456347,424.5540052,3853092.28,438.4,12/13/2011
425.1350554,429.7350361,416.6614068,420.6319165,6274776.37,434.35,12/14/2011
415.4508856,422.2298045,413.5140516,417.7266655,6959811.858,431.35,12/15/2011
420.3898122,426.5876809,397.0509629,402.1835729,7596108.01,415.3,12/16/2011
399.0362178,399.9562139,387.6088974,393.177295,8348986.174,406,12/19/2011
393.177295,408.2845999,391.240461,401.1183143,5158728.202,414.2,12/20/2011
412.5456347,425.5224222,404.6046154,421.6971751,3868891.259,435.45,12/21/2011
417.8719281,430.7518739,415.2572022,428.8634608,3504688.642,442.85,12/22/2011
430.1708237,432.3981828,422.2298045,423.7308508,1769692.22,437.55,12/23/2011
425.1350554,431.3329241,423.2466423,429.6866153,1178314.735,443.7,12/26/2011
426.3939975,429.5897736,421.9392794,425.8129473,1624816.611,439.7,12/27/2011
428.5245149,429.0087234,419.3729744,425.909789,1979519.189,439.8,12/28/2011
421.8908585,428.0403064,412.5456347,416.0319358,2821718.38,429.6,12/29/2011
420.0992871,420.2929705,408.7688084,413.3687891,1981687.676,426.85,12/30/2011
415.3540439,416.2256192,406.2509243,413.3687891,1814714.148,426.85,1/2/2012
417.7750864,426.9750477,416.4193026,425.280318,1775681.375,439.15,1/3/2012
427.9434647,430.8971365,417.242457,429.2992485,2515135.57,443.3,1/4/2012
429.9771404,432.5918662,426.3939975,429.6381944,1745425.814,443.65,1/5/2012
427.0718894,442.7118237,425.0866346,438.9834183,2053454.282,453.3,1/6/2012
437.6276345,442.6634028,431.9139743,441.307619,2184905.921,455.7,1/9/2012
445.4718121,447.6991711,441.5981441,445.181287,2318835.832,459.7,1/10/2012
445.9560206,449.34548,440.6297272,448.0381171,1992633.374,462.65,1/11/2012
447.1181209,454.2844066,446.6339125,451.911785,2058823.87,466.65,1/12/2012
455.1559819,458.1096537,446.4886499,454.7686151,1905584.095,469.6,1/13/2012
452.0570476,453.0738854,443.7770824,445.9560206,1647843.882,460.5,1/16/2012
449.2486383,454.1875649,448.377063,453.6065147,1890198.161,468.4,1/17/2012
457.9643912,470.0696034,454.7686151,466.680144,5198483.804,481.9,1/18/2012
470.6506536,474.7664258,465.1306768,471.4253872,4347817.185,486.8,1/19/2012
474.5243216,477.8653601,465.2759394,475.0569509,3714825.394,490.55,1/20/2012
470.6506536,472.3453833,465.711727,468.7138197,1944823.391,484,1/23/2012
469.9243409,477.5264142,465.3727811,473.3622212,3888717.43,488.8,1/24/2012
474.7664258,477.4295725,470.4085494,474.718005,3825521.512,490.2,1/25/2012
474.718005,474.718005,474.718005,474.718005,0,490.2,1/26/2012
487.9853176,488.0821593,464.5012058,468.9075031,3840700.923,484.2,1/27/2012
467.6969818,467.7454027,458.0612329,463.9201556,2575027.126,479.05,1/30/2012
468.2296112,479.3664065,464.6948892,476.5579972,2750261.558,492.1,1/31/2012
478.882198,483.9179663,466.1475147,481.448503,3103105.432,497.15,2/1/2012
483.2400744,484.2084914,475.7832636,482.1748157,5896633.477,497.9,2/2/2012
481.7874489,491.9558272,479.6085107,490.2610975,3850304.225,506.25,2/3/2012
493.8926612,499.7031631,484.2084914,491.6653022,4501779.789,507.7,2/6/2012
497.7663291,499.1221129,491.9558272,493.2147693,3117355.492,509.3,2/7/2012
494.5705531,501.4463137,486.8716381,492.3916149,3578210.69,508.45,2/8/2012
489.7284682,509.3389121,489.6800473,506.0462943,4481747.096,522.55,2/9/2012
506.2883986,509.048387,497.7663291,501.1557886,2972583.145,517.5,2/10/2012
502.2694681,508.418916,499.6063214,505.4652442,3772651.724,521.95,2/13/2012
505.9978735,507.2568156,498.783167,501.5431554,3385628.359,517.9,2/14/2012
504.0610395,518.0062441,500.9136843,516.2146727,5002803.633,533.05,2/15/2012
514.2294179,520.8630742,506.7241862,509.8231206,2097237.075,526.45,2/16/2012
514.4715221,516.1662518,503.6736727,511.614692,3670836.079,528.3,2/17/2012
511.614692,511.614692,511.614692,511.614692,0,528.3,2/20/2012
509.3873329,516.6504603,504.0610395,515.2462557,3828619.351,532.05,2/21/2012
513.2610009,521.879912,510.016804,514.6652055,3594216.192,531.45,2/22/2012
510.5494333,519.0230819,510.5494333,516.3115144,4413284.852,533.15,2/23/2012
510.5494333,518.4904526,499.0736921,508.07997,4228550.379,524.65,2/24/2012
510.2589082,514.6652055,495.9747577,499.3157963,3955217.709,515.6,2/27/2012
502.8505183,516.5536186,496.9915956,513.7452094,3820874.753,530.5,2/28/2012
517.0378271,522.848329,497.1368581,500.7684218,5160070.599,517.1,2/29/2012
500.6715801,505.8041901,489.3411014,497.7663291,3149056.712,514,3/1/2012
497.7663291,508.418916,491.713723,502.3663098,2095275.11,518.75,3/2/2012
503.576831,504.4968272,489.5832056,494.8126573,2594750.035,510.95,3/5/2012
493.6989778,504.545248,487.3558466,491.3747771,2993751.712,507.4,3/6/2012
490.8421477,501.6399971,481.8358698,499.3642172,1956182.134,515.65,3/7/2012
499.3642172,499.3642172,499.3642172,499.3642172,0,515.65,3/8/2012
505.513665,510.3557499,503.2378851,506.6757654,2404645.975,523.2,3/9/2012
517.1346688,517.6188773,500.6715801,502.5599932,2895756.735,518.95,3/12/2012
506.482082,510.8399584,503.915777,507.8378658,2860131.585,524.4,3/13/2012
511.4210086,513.2610009,504.9810357,511.5178503,3025762.716,528.2,3/14/2012
511.3241669,513.2610009,492.9726651,494.6673948,3856499.903,510.8,3/15/2012
493.8926612,508.3220743,489.0505763,491.8105647,3307046.507,507.85,3/16/2012
493.9410821,493.9410821,479.4632482,483.0948119,3949641.599,498.85,3/19/2012
480.3348235,494.7158156,477.4295725,489.4379431,1632561.209,505.4,3/20/2012
487.1137423,501.4947345,487.1137423,499.3642172,3103311.955,515.65,3/21/2012
497.6694874,505.9010318,484.3053331,488.3242636,2911968.76,504.25,3/22/2012
493.4084527,502.3663098,485.1284875,497.7179083,2077307.643,513.95,3/23/2012
497.2821207,500.1873716,489.6800473,495.4905492,2538369.363,511.65,3/26/2012
498.7347461,505.3199816,495.8294952,502.4631515,3060974.82,518.85,3/27/2012
502.1242056,502.1242056,493.9410821,497.2336998,2245726.829,513.45,3/28/2012
491.9558272,497.8631708,489.0505763,493.9895029,4188484.994,510.1,3/29/2012
495.8294952,507.3052364,493.650557,503.4315685,2887392.569,519.85,3/30/2012
501.6399971,513.21258,499.8000048,511.6631128,1427794.044,528.35,4/2/2012
516.1662518,519.4588696,511.3241669,513.4546843,3335546.627,530.2,4/3/2012
508.6610202,512.2925839,507.8378658,509.9199623,1077738.225,526.55,4/4/2012
509.9199623,509.9199623,509.9199623,509.9199623,0,526.55,4/5/2012
509.9199623,509.9199623,509.9199623,509.9199623,0,526.55,4/6/2012
507.2083947,509.677858,503.576831,505.2715608,1300163.073,521.75,4/9/2012
506.8694488,509.3873329,499.5579006,508.2736534,1506066.112,524.85,4/10/2012
505.3684025,514.180997,500.7684218,509.8231206,1926649.401,526.45,4/11/2012
508.418916,517.6188773,507.7410241,513.6483677,3124480.522,530.4,4/12/2012
519.4588696,520.7662325,507.3536573,512.6315298,2538472.625,529.35,4/13/2012
512.1957422,514.2294179,507.5473407,513.0188966,4490834.09,529.75,4/16/2012
515.1978348,518.9746611,504.6420897,513.5031051,4044125.691,530.25,4/17/2012
516.1662518,522.848329,516.1662518,520.6693908,3097839.106,537.65,4/18/2012
522.9451707,538.0524756,520.2336031,536.5514293,4225039.495,554.05,4/19/2012
534.8082787,540.3766764,529.1914602,533.6945992,4059408.364,551.1,4/20/2012
534.5177536,538.4398424,526.1409467,528.1262016,2178193.937,545.35,4/23/2012
528.8525143,529.2398811,522.3641205,524.7367421,2261525.809,541.85,4/24/2012
526.8188386,532.145132,521.0083367,529.3851436,2782375.824,546.65,4/25/2012
527.7872556,532.5809197,521.9767537,523.4293792,2410841.653,540.5,4/26/2012
524.8820047,528.7556726,517.3283522,524.0588502,1174287.544,541.15,4/27/2012
526.6251552,531.6609235,523.2841166,525.3662132,1558935.899,542.5,4/30/2012
525.3662132,525.3662132,525.3662132,525.3662132,0,542.5,5/1/2012
523.6230626,533.5977575,523.6230626,532.5324988,2317699.958,549.9,5/2/2012
528.2714641,540.3766764,528.2230433,536.5514293,3540417.053,554.05,5/3/2012
533.7914409,536.2124834,517.7641398,520.5241282,3188605.792,537.5,5/4/2012
515.1009931,517.6672981,500.0905299,515.4399391,4314360.523,532.25,5/7/2012
516.0694101,519.4588696,497.0400164,499.0736921,2912691.589,515.35,5/8/2012
497.475804,506.0947152,489.4379431,496.4589662,3878391.299,512.65,5/9/2012
494.909499,506.3852403,493.8926612,501.1557886,3119523.98,517.5,5/10/2012
